objectid,globalid,Acceleration,acquisitionTime,activityX,activityY,activityZ,alive,altitude,AvgAcceleration,AvgDistance,AvgHeight,AvgSlope,AvgSpeed,AvgTimeSpan,backupVoltage,dataEventType,Distance,DistanceTolerance,DistanceUnits,dop,expelled,extendedMessageType,fixType,Heading,Height,HeightChange,HistoryDepth,idData,idDevice,Idling,idSensor,latitude,longitude,mainVoltage,MaxAcceleration,MaxDistance,MaxHeight,MaxSlope,MaxSpeed,MaxTimeSpan,MinAcceleration,MinDistance,MinHeight,MinSlope,MinSpeed,MinTimeSpan,mortalityStatus,originCode,PercentageIdleTime,positionIsValid,positionMortalityStatus,received,scts,Slope,Speed,temperature,TimeSpan,TimeSpanTolerance,TimeUnits,TotalAcceleration,TotalDistance,TotalHeightChange,TotalIdleTime,TotalSlope,TotalSpeed,TotalTimeSpan,vitActivityLevel,trackid,geometry
2038,69cea191-a043-43e0-b840-be713c81d83a,1.25,2025-09-12 05:11:36,0.44,0.38,0.35,Yes,3185.73,0.13,143.6,3185.73,-7.33,6.5,22.11,4.12,Normal,90.82,0.31,meters,1.88,No,None,3D,252.77,3185.73,20.26,8,data_2_18,2.0,Yes,20.0,40.324019,-105.577796,4.19,1.84,108.19,3196.01,15.44,21.0,20.0,1.1,77.91,3180.36,11.28,0.0,20.0,Alive,RMNP,89.17,True,Alive,2025-09-12 05:11:36,2025-09-12 05:11:36,12.57,4.54,-7.04,20.0,0.46,minutes,45.47,2728.45,-199.89,374.53,-7.33,6.5,420.0,0.26,2,POINT(-105.577796 40.324019)
2039,165b8085-4898-4d7c-a668-09192b8bf363,1.31,2025-09-12 05:31:36,0.5,0.3,0.27,Yes,3184.5,0.13,138.45,3184.5,-7.26,6.29,22.0,3.82,Normal,40.47,1.48,meters,1.41,No,None,3D,274.21,3184.5,-1.23,9,data_2_19,2.0,Yes,20.0,40.324045,-105.578272,3.99,1.35,65.77,3188.45,2.17,16.67,20.0,0.54,22.79,3181.27,0.0,0.0,20.0,Alive,RMNP,89.51,True,Alive,2025-09-12 05:31:36,2025-09-12 05:31:36,-1.73,2.02,-7.41,20.0,1.34,minutes,46.15,2768.93,-201.11,393.85,-7.26,6.29,440.0,0.31,2,POINT(-105.578272 40.324045)
2040,21565ffd-a49f-4835-9748-e1d62e9cf178,2.11,2025-09-12 01:31:36,0.38,0.15,0.53,Yes,3626.36,0.0,0.0,3626.36,0.0,0.0,20.0,4.09,Normal,0.0,1.35,meters,1.77,No,None,3D,125.47,3626.36,0.0,3,data_3_0,3.0,Yes,30.0,40.449456,-105.679235,4.03,2.91,7.97,3631.57,1.69,12.29,20.0,1.77,0.0,3621.84,0.0,0.0,20.0,Alive,RMNP,100.0,True,Alive,2025-09-12 01:31:36,2025-09-12 01:31:36,0.0,0.0,14.08,20.0,2.43,minutes,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.24,3,POINT(-105.679235 40.449456)
2041,2e94dfd1-f6b8-497c-903d-5057e4303b85,1.55,2025-09-12 01:51:36,0.46,0.15,0.42,Yes,3625.27,0.04,37.43,3625.27,-1.46,1.87,20.0,3.73,Normal,74.86,1.63,meters,2.09,No,None,3D,157.07,3625.27,-1.1,10,data_3_1,3.0,Yes,30.0,40.448835,-105.67889,3.82,2.77,139.38,3634.34,2.38,10.05,20.0,1.08,71.08,3618.34,0.0,0.0,20.0,Alive,RMNP,96.88,True,Alive,2025-09-12 01:51:36,2025-09-12 01:51:36,-0.84,3.74,0.32,20.0,0.78,minutes,1.25,74.86,-1.1,38.75,-1.46,1.87,40.0,0.35,3,POINT(-105.67889 40.448835)
2042,71c13379-0d29-421a-9bfd-1277f1bbb37e,1.51,2025-09-12 02:11:36,0.38,0.4,0.42,Yes,3624.75,0.02,24.95,3624.75,-2.15,1.25,20.0,3.81,Normal,0.0,0.58,meters,1.31,No,None,3D,0.0,3624.75,-0.51,6,data_3_2,3.0,Yes,30.0,40.448835,-105.67889,3.9,2.54,43.51,3629.37,1.37,4.61,20.0,1.44,0.0,3613.23,0.0,0.0,20.0,Alive,RMNP,97.92,True,Alive,2025-09-12 02:11:36,2025-09-12 02:11:36,0.0,0.0,-1.6,20.0,0.96,minutes,1.25,74.86,-1.61,58.75,-2.15,1.25,60.0,0.27,3,POINT(-105.67889 40.448835)
2043,5e1a7073-2ab8-4118-89e9-1e737207ac2d,1.97,2025-09-12 02:31:36,0.56,0.19,0.46,Yes,3626.73,0.03,26.67,3626.73,0.35,1.33,20.0,3.6,Normal,31.82,2.07,meters,1.11,No,None,3D,285.46,3626.73,1.98,1,data_3_3,3.0,Yes,30.0,40.448912,-105.679252,4.08,2.26,82.11,3633.23,4.58,2.63,20.0,1.39,2.53,3619.97,2.12,0.0,20.0,Alive,RMNP,97.78,True,Alive,2025-09-12 02:31:36,2025-09-12 02:31:36,3.56,1.59,9.0,20.0,1.49,minutes,1.78,106.68,0.37,78.22,0.35,1.33,80.0,0.27,3,POINT(-105.679252 40.448912)
2044,a15e318a-03e2-45d4-80e8-31ffde8c3954,1.51,2025-09-12 02:51:36,0.17,0.08,0.51,Yes,3620.94,0.03,30.17,3620.94,-3.6,1.51,20.0,3.74,Normal,44.18,2.92,meters,1.67,No,None,3D,302.98,3620.94,-5.8,5,data_3_4,3.0,Yes,30.0,40.449128,-105.67969,3.97,2.39,58.56,3627.4,9.1,13.47,20.0,0.93,32.37,3617.42,3.94,0.0,20.0,Alive,RMNP,97.49,True,Alive,2025-09-12 02:51:36,2025-09-12 02:51:36,-7.47,2.21,-3.84,20.0,2.15,minutes,2.51,150.87,-5.43,97.49,-3.6,1.51,100.0,0.29,3,POINT(-105.67969 40.449128)
2045,0e925c90-05c2-4d7f-9b6f-86cde68bd785,1.67,2025-09-12 03:11:36,0.34,0.33,0.66,Yes,3619.45,0.04,37.4,3619.45,-3.08,1.87,20.0,3.76,Normal,73.55,2.82,meters,1.16,No,None,3D,307.14,3619.45,-1.49,2,data_3_5,3.0,Yes,30.0,40.449527,-105.680383,3.89,2.31,116.92,3631.77,3.91,18.52,20.0,1.26,68.01,3616.96,0.44,0.0,20.0,Alive,RMNP,96.88,True,Alive,2025-09-12 03:11:36,2025-09-12 03:11:36,-1.16,3.68,14.13,20.0,1.0,minutes,3.74,224.42,-6.92,116.26,-3.08,1.87,120.0,0.3,3,POINT(-105.680383 40.449527)
2046,12db4821-60c2-4d2e-817d-b130419e4ebe,0.0,2025-09-12 03:31:36,0.52,0.28,0.48,Yes,3614.12,0.04,37.54,3614.12,-4.66,1.88,20.0,3.61,Normal,38.36,2.25,meters,1.5,No,None,3D,234.04,3614.12,-5.33,10,data_3_6,3.0,Yes,30.0,40.449325,-105.68075,3.66,0.22,38.36,3615.5,10.94,9.66,20.0,0.0,0.0,3610.0,4.98,0.0,20.0,Alive,RMNP,96.87,True,Alive,2025-09-12 03:31:36,2025-09-12 03:31:36,-7.91,1.92,19.44,20.0,1.42,minutes,4.38,262.78,-12.24,135.62,-4.66,1.88,140.0,0.32,3,POINT(-105.68075 40.449325)
2047,7fe51a94-fed4-4bf0-898d-29134136a60e,0.87,2025-09-12 03:51:36,0.45,0.18,0.46,Yes,3614.12,0.04,39.22,3614.12,-3.9,1.96,20.0,3.83,Normal,50.95,0.89,meters,0.83,No,None,3D,168.42,3614.12,0.01,5,data_3_7,3.0,Yes,30.0,40.448876,-105.680629,3.78,1.54,58.14,3626.19,2.3,16.51,20.0,0.78,44.44,3606.09,0.0,0.0,20.0,Alive,RMNP,96.73,True,Alive,2025-09-12 03:51:36,2025-09-12 03:51:36,0.01,2.55,18.41,20.0,1.75,minutes,5.23,313.72,-12.24,154.77,-3.9,1.96,160.0,0.32,3,POINT(-105.680629 40.448876)
2048,3cf9f45c-4916-495a-8e0c-bf65ba79e65a,2.81,2025-09-12 04:11:36,0.4,0.4,0.54,Yes,3617.16,0.05,46.21,3617.16,-2.21,2.31,20.0,3.99,Normal,102.2,1.13,meters,0.72,No,None,3D,103.18,3617.16,3.04,5,data_3_8,3.0,No,30.0,40.448666,-105.679454,3.68,3.01,146.81,3626.05,3.68,28.43,20.0,1.62,90.26,3609.49,0.0,0.0,20.0,Alive,RMNP,96.15,True,Alive,2025-09-12 04:11:36,2025-09-12 04:11:36,1.7,5.11,0.68,20.0,0.88,minutes,6.93,415.92,-9.2,173.07,-2.21,2.31,180.0,0.31,3,POINT(-105.679454 40.448666)
2049,65ae8e40-8295-47c6-b275-1afdefc9bbe9,1.06,2025-09-12 04:31:36,0.34,0.21,0.62,Yes,3618.53,0.05,50.86,3618.53,-1.54,2.54,20.0,3.66,Normal,92.69,1.04,meters,1.14,No,None,3D,164.74,3618.53,1.38,8,data_3_9,3.0,Yes,30.0,40.447862,-105.679165,3.87,1.84,99.98,3626.93,1.12,11.88,20.0,0.34,74.29,3611.94,0.0,0.0,20.0,Alive,RMNP,95.76,True,Alive,2025-09-12 04:31:36,2025-09-12 04:31:36,0.85,4.63,-4.49,20.0,1.41,minutes,8.48,508.61,-7.83,191.52,-1.54,2.54,200.0,0.36,3,POINT(-105.679165 40.447862)
2050,32f42fe9-c04d-4f3b-a23d-c434e3b2b0c2,2.35,2025-09-12 04:51:36,0.37,0.34,0.48,Yes,3606.14,0.05,49.7,3606.14,-3.7,2.49,20.0,3.9,Normal,38.12,1.66,meters,1.76,No,None,3D,228.77,3606.14,-12.39,4,data_3_10,3.0,Yes,30.0,40.447636,-105.679504,3.58,3.22,71.14,3608.66,19.74,8.71,20.0,1.72,0.0,3598.91,17.16,0.0,20.0,Alive,RMNP,95.86,True,Alive,2025-09-12 04:51:36,2025-09-12 04:51:36,-18.0,1.91,19.27,20.0,0.67,minutes,9.11,546.73,-20.22,210.89,-3.7,2.49,220.0,0.33,3,POINT(-105.679504 40.447636)
2051,466d59fc-4843-4cfb-9d33-8d0d778812e5,1.78,2025-09-12 05:11:36,0.48,0.36,0.52,Yes,3595.58,0.05,53.48,3595.58,-4.8,2.67,20.0,3.8,Normal,95.08,2.46,meters,1.65,No,None,3D,270.55,3595.58,-10.56,7,data_3_11,3.0,Yes,30.0,40.447645,-105.680628,3.68,2.37,144.4,3598.57,8.86,24.09,20.0,1.13,92.32,3582.47,2.36,0.0,20.0,Alive,RMNP,95.54,True,Alive,2025-09-12 05:11:36,2025-09-12 05:11:36,-6.34,4.75,-5.36,20.0,2.98,minutes,10.7,641.81,-30.78,229.3,-4.8,2.67,240.0,0.26,3,POINT(-105.680628 40.447645)
2052,781a79db-ee29-4e74-9543-695f59b223b3,4.0,2025-09-12 05:31:36,0.62,0.53,0.44,Yes,3516.31,0.09,98.3,3516.31,-8.61,4.73,20.77,3.83,Normal,636.14,0.5,meters,1.1,No,None,3D,249.37,3516.31,-79.27,8,data_3_12,3.0,No,30.0,40.445629,-105.687663,4.16,5.14,652.99,3518.4,8.75,28.78,30.0,2.9,564.72,3511.19,5.83,7.11,30.0,Alive,RMNP,92.11,True,Alive,2025-09-12 05:31:36,2025-09-12 05:31:36,-7.1,21.2,9.75,30.0,1.14,minutes,21.3,1277.95,-110.05,248.7,-8.61,4.73,270.0,0.45,3,POINT(-105.687663 40.445629)
2053,2cd80585-0611-49c8-985d-ae31155f8827,3.47,2025-09-12 06:01:36,0.57,0.58,0.74,Yes,3471.57,0.12,133.1,3471.57,-8.31,6.21,21.43,3.86,Normal,585.39,0.93,meters,2.01,No,None,3D,284.45,3471.57,-44.74,2,data_3_13,3.0,No,30.0,40.446943,-105.694362,4.17,3.72,611.05,3480.04,7.71,22.85,30.0,3.24,576.57,3466.43,1.51,8.66,30.0,Alive,RMNP,89.65,True,Alive,2025-09-12 06:01:36,2025-09-12 06:01:36,-4.37,19.51,9.78,30.0,0.11,minutes,31.06,1863.34,-154.79,268.94,-8.31,6.21,300.0,0.47,3,POINT(-105.694362 40.446943)
2054,b6f0adb7-b756-4865-a813-62bc4ce66e5c,2.76,2025-09-12 06:31:36,0.78,0.49,0.65,Yes,3442.85,0.14,152.29,3442.85,-8.03,6.92,22.0,4.06,Normal,420.97,2.9,meters,2.17,No,None,3D,293.86,3442.85,-28.72,4,data_3_14,3.0,No,30.0,40.448474,-105.698912,3.65,3.11,447.86,3445.52,4.98,19.69,30.0,2.62,380.86,3430.58,2.22,13.34,30.0,Alive,RMNP,88.46,True,Alive,2025-09-12 06:31:36,2025-09-12 06:31:36,-3.9,14.03,7.18,30.0,2.32,minutes,38.07,2284.31,-183.51,291.93,-8.03,6.92,330.0,0.36,3,POINT(-105.698912 40.448474)
2055,26dfc734-5d3d-4228-b5ea-dc3ff1b6819c,3.47,2025-09-12 07:01:36,0.66,0.6,0.83,Yes,3412.44,0.15,169.6,3412.44,-7.88,7.54,22.5,4.12,Normal,429.22,2.39,meters,1.2,No,None,3D,275.3,3412.44,-30.41,2,data_3_15,3.0,No,30.0,40.44883,-105.703963,3.98,4.16,456.55,3416.7,4.46,25.27,30.0,2.91,384.45,3407.01,1.77,0.41,30.0,Alive,RMNP,87.44,True,Alive,2025-09-12 07:01:36,2025-09-12 07:01:36,-4.05,14.31,10.97,30.0,0.71,minutes,45.23,2713.53,-213.92,314.77,-7.88,7.54,360.0,0.31,3,POINT(-105.703963 40.44883)
2056,bb43a21c-40b6-4433-b263-8001e38e7ec2,0.29,2025-09-12 07:31:36,0.33,0.3,0.51,Yes,3414.73,0.15,163.54,3414.73,-7.61,7.32,22.35,3.61,Normal,66.61,1.78,meters,1.99,No,None,3D,198.52,3414.73,2.28,8,data_3_16,3.0,Yes,30.0,40.448262,-105.704213,3.88,1.28,83.47,3415.45,4.76,9.19,20.0,0.0,51.22,3403.77,0.42,0.0,20.0,Alive,RMNP,87.81,True,Alive,2025-09-12 07:31:36,2025-09-12 07:31:36,1.96,3.33,18.72,20.0,1.68,minutes,46.34,2780.14,-211.64,333.66,-7.61,7.32,380.0,0.28,3,POINT(-105.704213 40.448262)
2057,2cada044-cc6e-402d-b5fa-a19b048a67ea,2.12,2025-09-12 07:51:36,0.59,0.28,0.49,Yes,3408.54,0.14,160.56,3408.54,-7.54,7.23,22.22,4.1,Normal,109.96,0.41,meters,1.24,No,None,3D,136.95,3408.54,-6.19,4,data_3_17,3.0,No,30.0,40.44754,-105.703325,3.9,2.99,146.28,3416.28,5.33,21.51,20.0,1.38,108.58,3402.04,0.18,0.0,20.0,Alive,RMNP,87.96,True,Alive,2025-09-12 07:51:36,2025-09-12 07:51:36,-3.22,5.5,11.57,20.0,2.23,minutes,48.17,2890.1,-217.82,351.83,-7.54,7.23,400.0,0.36,3,POINT(-105.703325 40.44754)
2058,a7994127-15b8-496f-bbd8-ebb67f459b56,1.25,2025-09-12 08:11:36,0.52,0.5,0.48,Yes,3410.75,0.14,153.6,3410.75,-7.39,6.95,22.11,3.97,Normal,28.38,0.89,meters,2.11,No,None,3D,118.15,3410.75,2.21,6,data_3_18,3.0,Yes,30.0,40.447419,-105.70303,3.79,1.86,76.51,3412.3,5.22,10.9,20.0,0.76,0.0,3408.92,3.74,0.0,20.0,Alive,RMNP,88.42,True,Alive,2025-09-12 08:11:36,2025-09-12 08:11:36,4.45,1.42,-2.87,20.0,0.95,minutes,48.64,2918.48,-215.61,371.36,-7.39,6.95,420.0,0.3,3,POINT(-105.70303 40.447419)
2059,3ad529c8-abac-4088-8f1f-cd03b0b36cce,1.05,2025-09-12 08:31:36,0.35,0.38,0.54,Yes,3416.72,0.14,150.11,3416.72,-6.98,6.82,22.0,3.92,Normal,83.63,1.09,meters,1.98,No,None,3D,76.54,3416.72,5.97,10,data_3_19,3.0,Yes,30.0,40.447594,-105.702069,4.15,1.84,130.93,3420.18,6.59,23.55,20.0,0.12,61.98,3416.66,0.0,0.0,20.0,Alive,RMNP,88.63,True,Alive,2025-09-12 08:31:36,2025-09-12 08:31:36,4.08,4.18,-1.02,20.0,1.17,minutes,50.04,3002.12,-209.65,389.96,-6.98,6.82,440.0,0.31,3,POINT(-105.702069 40.447594)
2060,5aa2df44-e622-4b1e-9673-bbc5de0e4c57,1.29,2025-09-12 04:31:36,0.36,0.42,0.4,Yes,4134.52,0.0,0.0,4134.52,0.0,0.0,20.0,3.75,Normal,0.0,0.11,meters,1.13,No,None,3D,261.08,4134.52,0.0,4,data_4_0,4.0,Yes,40.0,40.291148,-105.698632,3.97,1.72,37.62,4134.66,1.37,6.35,20.0,0.58,0.0,4129.68,0.0,0.0,20.0,Alive,RMNP,100.0,True,Alive,2025-09-12 04:31:36,2025-09-12 04:31:36,0.0,0.0,18.61,20.0,0.72,minutes,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.3,4,POINT(-105.698632 40.291148)
2061,0cc289dd-961f-4060-bb92-d8e00f728431,1.5,2025-09-12 04:51:36,0.19,0.26,0.51,Yes,4124.88,0.02,18.25,4124.88,-26.42,0.91,20.0,3.96,Normal,36.49,2.53,meters,1.33,No,None,3D,259.71,4124.88,-9.64,10,data_4_1,4.0,Yes,40.0,40.291089,-105.699055,3.94,2.27,50.67,4125.49,16.13,11.02,20.0,1.17,30.3,4123.56,13.53,0.0,20.0,Alive,RMNP,98.48,True,Alive,2025-09-12 04:51:36,2025-09-12 04:51:36,-14.8,1.82,-6.32,20.0,1.05,minutes,0.61,36.49,-9.64,39.39,-26.42,0.91,40.0,0.3,4,POINT(-105.699055 40.291089)
2062,9be130fa-706d-4380-83ff-ac3da2df4f77,0.99,2025-09-12 05:11:36,0.24,0.42,0.36,Yes,4129.44,0.02,17.27,4129.44,-9.8,0.86,20.0,4.0,Normal,15.32,0.11,meters,1.43,No,None,3D,284.28,4129.44,4.56,9,data_4_2,4.0,Yes,40.0,40.291123,-105.699231,4.02,1.51,43.85,4138.27,18.08,2.51,20.0,0.0,0.0,4123.5,13.96,0.0,20.0,Alive,RMNP,98.56,True,Alive,2025-09-12 05:11:36,2025-09-12 05:11:36,16.58,0.77,11.58,20.0,0.47,minutes,0.86,51.82,-5.08,59.14,-9.8,0.86,60.0,0.38,4,POINT(-105.699231 40.291123)
2063,bf6cc626-3333-4460-aa91-d4f7623b932c,0.93,2025-09-12 05:31:36,0.22,0.41,0.5,Yes,4108.98,0.03,29.01,4108.98,-22.01,1.45,20.0,3.87,Normal,64.23,0.29,meters,1.17,No,None,3D,272.3,4108.98,-20.46,9,data_4_3,4.0,Yes,40.0,40.291146,-105.699987,3.83,1.29,94.3,4111.45,18.94,15.67,20.0,0.21,39.21,4099.82,13.9,0.0,20.0,Alive,RMNP,97.58,True,Alive,2025-09-12 05:31:36,2025-09-12 05:31:36,-17.67,3.21,6.9,20.0,1.29,minutes,1.93,116.04,-25.54,78.07,-22.01,1.45,80.0,0.37,4,POINT(-105.699987 40.291146)
2064,50f56052-69bc-464f-b3e1-b5af98260393,1.21,2025-09-12 05:51:36,0.49,0.17,0.42,Yes,4088.83,0.04,44.39,4088.83,-20.58,2.22,20.0,4.09,Normal,105.93,0.9,meters,2.02,No,None,3D,237.91,4088.83,-20.14,1,data_4_4,4.0,No,40.0,40.29064,-105.701045,4.13,1.49,166.76,4091.59,11.6,16.66,20.0,0.65,37.46,4083.21,8.1,0.0,20.0,Alive,RMNP,96.3,True,Alive,2025-09-12 05:51:36,2025-09-12 05:51:36,-10.77,5.3,1.41,20.0,0.35,minutes,3.7,221.97,-45.69,96.3,-20.58,2.22,100.0,0.32,4,POINT(-105.701045 40.29064)
2065,d4355bde-033e-4256-b004-3c790373efda,1.66,2025-09-12 06:11:36,0.21,0.09,0.38,Yes,4087.22,0.04,44.95,4087.22,-17.54,2.25,20.0,3.7,Normal,47.71,1.64,meters,1.71,No,None,3D,200.31,4087.22,-1.61,6,data_4_5,4.0,Yes,40.0,40.290238,-105.70124,4.06,2.21,76.71,4098.37,4.75,11.3,20.0,1.39,0.0,4084.53,0.0,0.0,20.0,Alive,RMNP,96.25,True,Alive,2025-09-12 06:11:36,2025-09-12 06:11:36,-1.94,2.39,6.43,20.0,2.88,minutes,4.49,269.68,-47.3,115.51,-17.54,2.25,120.0,0.34,4,POINT(-105.70124 40.290238)
2066,bede8fbb-c410-4d82-bbf1-c1d2e71e95f7,1.65,2025-09-12 06:31:36,0.33,0.29,0.54,Yes,4087.37,0.05,48.15,4087.37,-13.99,2.41,20.0,4.17,Normal,67.4,0.8,meters,1.29,No,None,3D,167.48,4087.37,0.14,4,data_4_6,4.0,Yes,40.0,40.289646,-105.701068,3.92,2.34,86.23,4094.08,1.85,18.24,20.0,1.32,38.33,4076.04,0.0,0.0,20.0,Alive,RMNP,95.99,True,Alive,2025-09-12 06:31:36,2025-09-12 06:31:36,0.12,3.37,-6.06,20.0,2.3,minutes,5.62,337.08,-47.15,134.38,-13.99,2.41,140.0,0.28,4,POINT(-105.701068 40.289646)
2067,1387ab87-0996-42a2-b0a2-6adba330023d,2.27,2025-09-12 06:51:36,0.31,0.28,0.67,Yes,4091.07,0.05,48.33,4091.07,-11.24,2.42,20.0,4.06,Normal,49.55,1.26,meters,1.66,No,None,3D,156.88,4091.07,3.71,5,data_4_7,4.0,Yes,40.0,40.289236,-105.700839,3.91,2.31,78.65,4101.8,6.87,15.31,20.0,2.09,15.45,4085.92,2.53,0.0,20.0,Alive,RMNP,95.97,True,Alive,2025-09-12 06:51:36,2025-09-12 06:51:36,4.28,2.48,11.18,20.0,0.5,minutes,6.44,386.63,-43.45,153.56,-11.24,2.42,160.0,0.27,4,POINT(-105.700839 40.289236)
2068,6f624ef1-5102-41d7-a81c-05555b08c203,1.25,2025-09-12 07:11:36,0.36,0.41,0.53,Yes,4115.28,0.06,55.19,4115.28,-3.87,2.76,20.0,4.09,Normal,110.12,0.24,meters,0.86,No,None,3D,121.4,4115.28,24.21,3,data_4_8,4.0,No,40.0,40.28872,-105.699731,3.91,2.36,117.78,4127.27,14.35,9.26,20.0,0.0,59.49,4108.81,10.53,0.0,20.0,Alive,RMNP,95.4,True,Alive,2025-09-12 07:11:36,2025-09-12 07:11:36,12.4,5.51,1.77,20.0,1.0,minutes,8.28,496.75,-19.24,171.72,-3.87,2.76,180.0,0.29,4,POINT(-105.699731 40.28872)
2069,833485ba-2b1b-44ba-981f-0b3c6965b3c5,1.19,2025-09-12 07:31:36,0.5,0.4,0.4,Yes,4112.56,0.06,55.41,4112.56,-3.96,2.77,20.0,3.72,Normal,57.31,1.77,meters,1.17,No,None,3D,168.61,4112.56,-2.73,1,data_4_9,4.0,Yes,40.0,40.288215,-105.699597,3.81,2.05,87.81,4114.66,5.33,14.79,20.0,0.94,15.98,4105.42,0.75,0.0,20.0,Alive,RMNP,95.38,True,Alive,2025-09-12 07:31:36,2025-09-12 07:31:36,-2.73,2.87,3.61,20.0,0.48,minutes,9.23,554.06,-21.96,190.77,-3.96,2.77,200.0,0.37,4,POINT(-105.699597 40.288215)
2070,940ffd98-71d8-4557-be13-c40a34e49c0c,1.17,2025-09-12 07:51:36,0.45,0.35,0.54,Yes,4090.58,0.06,59.65,4090.58,-6.7,2.98,20.0,4.16,Normal,102.12,2.08,meters,1.66,No,None,3D,235.88,4090.58,-21.97,10,data_4_10,4.0,No,40.0,40.2877,-105.700594,4.04,1.25,139.33,4093.67,15.08,14.93,20.0,0.33,64.33,4089.36,7.82,0.0,20.0,Alive,RMNP,95.03,True,Alive,2025-09-12 07:51:36,2025-09-12 07:51:36,-12.14,5.11,-7.57,20.0,0.93,minutes,10.94,656.18,-43.94,209.06,-6.7,2.98,220.0,0.24,4,POINT(-105.700594 40.2877)
2071,e0761426-e34c-438c-b549-755082cc001b,1.74,2025-09-12 08:11:36,0.36,0.48,0.46,Yes,4100.11,0.06,58.2,4100.11,-4.93,2.91,20.0,3.57,Normal,42.18,1.53,meters,1.7,No,None,3D,125.77,4100.11,9.52,9,data_4_11,4.0,Yes,40.0,40.287478,-105.700191,3.88,2.41,77.52,4100.22,15.94,17.28,20.0,1.37,12.06,4091.86,11.87,0.0,20.0,Alive,RMNP,95.15,True,Alive,2025-09-12 08:11:36,2025-09-12 08:11:36,12.72,2.11,21.08,20.0,0.49,minutes,11.64,698.36,-34.41,228.36,-4.93,2.91,240.0,0.37,4,POINT(-105.700191 40.287478)
2072,dc2a9b82-d758-42bb-a82f-cdef833b5d4f,2.91,2025-09-12 08:31:36,0.62,0.65,0.99,Yes,4143.97,0.08,79.21,4143.97,0.92,3.81,20.77,3.92,Normal,331.42,2.8,meters,1.96,No,None,3D,132.17,4143.97,43.86,3,data_4_12,4.0,No,40.0,40.285477,-105.697295,3.82,3.71,349.07,4146.87,8.75,22.57,30.0,2.58,282.31,4134.59,5.12,1.4,30.0,Alive,RMNP,93.64,True,Alive,2025-09-12 08:31:36,2025-09-12 08:31:36,7.54,11.05,-0.03,30.0,0.93,minutes,17.16,1029.79,9.45,252.84,0.92,3.81,270.0,0.38,4,POINT(-105.697295 40.285477)
2073,027193e7-67ac-478c-8e89-fbde305fb274,2.93,2025-09-12 09:01:36,0.65,0.64,0.83,Yes,4171.04,0.09,100.72,4171.04,2.59,4.7,21.43,4.11,Normal,380.28,0.52,meters,1.34,No,None,3D,151.87,4171.04,27.07,9,data_4_13,4.0,No,40.0,40.282461,-105.695181,3.59,3.3,385.5,4176.89,5.13,16.03,30.0,2.71,356.44,4167.94,0.83,3.61,30.0,Alive,RMNP,92.17,True,Alive,2025-09-12 09:01:36,2025-09-12 09:01:36,4.07,12.68,14.29,30.0,0.41,minutes,23.5,1410.06,36.52,276.5,2.59,4.7,300.0,0.35,4,POINT(-105.695181 40.282461)
2074,fff7b95b-c28b-4d43-bba0-926fc0e3cb2e,1.2,2025-09-12 09:31:36,0.27,0.33,0.43,Yes,4200.99,0.1,110.64,4200.99,4.01,5.03,22.0,3.85,Normal,249.58,1.03,meters,2.09,No,None,3D,128.17,4200.99,29.95,8,data_4_14,4.0,No,40.0,40.281074,-105.692868,3.53,2.03,320.57,4209.47,8.18,12.58,30.0,0.58,248.13,4198.71,4.57,0.0,30.0,Alive,RMNP,91.62,True,Alive,2025-09-12 09:31:36,2025-09-12 09:31:36,6.84,8.32,-7.83,30.0,2.7,minutes,27.66,1659.64,66.47,302.34,4.01,5.03,330.0,0.34,4,POINT(-105.692868 40.281074)
2075,0b244ea1-3a3f-440e-8cc8-9e426e21aa04,1.95,2025-09-12 10:01:36,0.7,0.42,0.87,Yes,4214.5,0.12,138.01,4214.5,3.62,6.13,22.5,3.71,Normal,548.48,1.93,meters,2.41,No,None,3D,157.58,4214.5,13.51,3,data_4_15,4.0,No,40.0,40.276514,-105.690402,3.88,2.04,557.52,4222.59,2.55,37.33,30.0,1.62,528.54,4208.47,0.0,4.49,30.0,Alive,RMNP,89.78,True,Alive,2025-09-12 10:01:36,2025-09-12 10:01:36,1.41,18.28,-3.19,30.0,1.22,minutes,36.8,2208.12,79.98,323.2,3.62,6.13,360.0,0.39,4,POINT(-105.690402 40.276514)
2076,04da191b-0f4c-483c-ad49-be10ff43ea23,2.75,2025-09-12 10:31:36,0.53,0.27,0.54,Yes,4212.91,0.12,132.18,4212.91,3.49,5.91,22.35,3.71,Normal,38.85,2.36,meters,1.17,No,None,3D,178.26,4212.91,-1.59,4,data_4_16,4.0,Yes,40.0,40.276165,-105.690388,3.89,2.99,46.15,4227.33,5.12,16.06,20.0,2.66,9.99,4210.07,0.58,0.0,20.0,Alive,RMNP,90.14,True,Alive,2025-09-12 10:31:36,2025-09-12 10:31:36,-2.35,1.94,12.57,20.0,0.34,minutes,37.45,2246.98,78.39,342.55,3.49,5.91,380.0,0.26,4,POINT(-105.690388 40.276165)
